ANG,LOV,JOY,SAD,ARO,VAL,DOM,MOD,IND,IMP,CON,SUB,POL,NEG,POS,COR,SEN,SPO,radioSilence,missingLinks,orgSilo,smelly,quitter,project
0,0,0,0.333333333,1.296564633,1.729778933,1.804445567,0.116666667,0.333333333,0,0.666666667,0,1,0,0.2375,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,1,0.6281818,1.1118182,1.1027273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,1,0.6383333,0.9305555,1.0711111,0.75,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,0.333333333,1.232090733,1.707579833,1.789123033,0.845233333,0.333333333,0.333333333,0.333333333,0,0,0,0.25,0,1.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.026563533,1.439506367,1.475276533,0.757566667,0.666666667,0,0.333333333,0,0,-0.3,0,0,2.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.95982456,1.4947368,1.4007018,-0.05,0,0,1,0,0,0,0.0341,0,4,0,0,0,0,0,0,Hadoop Common
0,0.666666667,0,1.333333333,0.763876317,1.172570467,1.201357567,0.406033333,0.666666667,0,0.333333333,0,1,-0.0935,0.112,0,6.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.80628574,1.118,1.1897143,0,0,0,1,0,0,0,0.7188,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0.222222222,0.444444444,1.057018633,1.528020967,1.517974356,0.285533333,0.444444444,0.111111111,0.444444444,0,0.333333333,0,0.291571429,0,3.666666667,0,0,0,0,0,0,Hadoop Common
0.055555556,0.111111111,0.055555556,0.166666667,1.32878622,1.848560344,1.935848856,0.559961111,0.777777778,0.111111111,0.111111111,0,0.5,-0.1369,0.151257143,0,1.833333333,0,0,0,0,0,0,Hadoop Common
0,0.5,0.5,0.5,0.82257708,1.2097686,1.21481005,0.05035,0.5,0,0.5,0,1,0,0.25885,0,7,0,0,0,0,0,0,Hadoop Common
1,0,0,2,0.62454545,0.5295455,0.55045456,0.25,0,0,1,0,0,-0.5,0,0,5,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.1847443,1.6544954,1.602563733,0.607866667,0.666666667,0,0.333333333,0,0,0,0.143433333,0,3.666666667,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.0362656,1.4701245,1.4859751,0.413,0,0,1,0,1,-0.0499,0,0,11,0,0,0,0,0,0,Hadoop Common
0,0.333333333,0.333333333,0.166666667,0.992678005,1.529198567,1.538172517,0.64205,0.5,0,0.5,0,0.5,0,0.1806,0,7,0,0,0,0,0,0,Hadoop Common
0.25,0.25,0,0.25,1.1562806,1.62670955,1.74836635,0.69465,0.5,0,0.5,0,0.75,0,0.088066667,0,5.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0.166666667,0.980695333,1.4156178,1.463867262,0.595233333,0.5,0.333333333,0.166666667,0,0.5,0,0.20605,0,1.833333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.7565306,0.9467347,1.0055102,0.65,1,0,0,0,1,0,0.2083,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.8138095,0.9945238,0.9972222,0.75,1,0,0,0,0,-0.5,0.1364,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.2616667,1.955,1.6116667,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0.75,0.25,0,1.08440854,1.788187693,1.750212775,0.6875,0.75,0,0.25,0,0.5,0,0.14845,0,1.75,0,0,0,0,0,0,Hadoop Common
0,0.090909091,0.090909091,0.363636364,1.56670396,2.186012391,2.137550231,0.6247,0.545454545,0,0.454545455,0,0.454545455,0,0.1922875,0,9.090909091,0,0,0,0,0,0,Hadoop Common
0.017241379,0,0.017241379,0.224137931,1.199339919,1.718137526,1.782807945,0.61852931,0.672413793,0,0.327586207,0,0.293103448,-0.2270375,0.205116129,0,2.534482759,0,0,0,0,0,0,Hadoop Common
0,0.25,0,0,0.531771168,0.821951113,0.768983375,0.85985,0.75,0,0.25,0,0.5,0,0.25,0,5.75,0,0,0,0,0,0,Hadoop Common
0,0.142857143,0.142857143,0,1.135338171,1.731618486,1.766924257,0.431042857,0.571428571,0,0.428571429,0,0.428571429,-0.130066667,0.188166667,0,4.571428571,0,0,0,0,0,0,Hadoop Common
0,0,0,0.166666667,1.059968827,1.662636283,1.606045883,0.6963,0.833333333,0,0.166666667,0,0.666666667,0,0.3738,0,1.666666667,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.6730769,0.9573077,1.0353847,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Hadoop Common
0.023809524,0.047619048,0.047619048,0.166666667,0.859133534,1.206475339,1.250008728,0.628019048,0.714285714,0.119047619,0.166666667,0,0.476190476,-0.15531,0.193275,0,2.595238095,0,0,0,0,0,0,Hadoop Common
0,0.1,0,0.1,1.29027062,2.10145633,1.936969094,1,0.9,0.1,0,0,0.1,-0.075,0.2,0,1.4,0,0,0,0,0,0,Hadoop Common
0,0,0,2,0.9722369,1.4277631,1.5267105,0.2955,0,1,0,0,1,0,0.0631,0,8,0,0,0,0,0,0,Hadoop Common
0,0,0.5,0,1.24239945,1.68478575,1.73946065,0.6719,0.5,0,0.5,0,0,-0.0668,0,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.846,1.63,1.6213334,0.75,1,0,0,0,0,0,0.0625,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0.25,1.13267894,1.46284275,1.53912875,0.61425,0.5,0,0.5,0,0.5,-0.5,0.106333333,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.44452056,0.5268493,0.57191783,0.7315,1,0,0,0,0,-0.1333,0,0,3,0,0,0,0,0,0,Hadoop Common
0,0.1,0,0,0.821122874,1.26548616,1.20516383,0.76268,0.7,0,0.3,0,0.4,-0.212533333,0.064075,0,2.4,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.07727275,1.74272715,1.69598485,0.1875,1,0,0,0,1,-0.2045,0.2433,0,2.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.4972727,1.9336364,1.9572726,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Hadoop Common
0.068292683,0.097560976,0.317073171,0.409756098,1.183910216,1.755825353,1.760149179,0.338921463,0.341463415,0.073170732,0.585365854,0,0.731707317,-0.165058065,0.203809272,0,5.56097561,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.7244737,0.6394737,0.80973685,0.5,1,0,0,0,1,0,0.5,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.1244445,1.4138889,1.3488889,0.75,1,0,0,0,1,0,0.25,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.199142067,2.017596467,1.7981614,0.4762,0.666666667,0,0.333333333,0,0,-0.1345,0.075,0,1.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0.041666667,0.041666667,0.992743583,1.447594907,1.44663522,0.806845833,0.958333333,0,0.041666667,0,0.041666667,-0.1852,0.286375,0,1.041666667,0,0,0,0,0,0,Hadoop Common
0,0.25,0,0.25,0.905095313,1.269247225,1.342706325,0.55415,0.25,0.25,0.5,0,0.25,-0.0556,0.3889,0,2.75,0,0,0,0,0,0,Hadoop Common
0,2,0,0,0.76269233,1.3626924,1.3007692,0.4167,1,0,0,0,1,0,0.2,0,4,0,0,0,0,0,0,Hadoop Common
0.111111111,0.222222222,0,0.444444444,0.799998759,1.252855422,1.235027567,0.547577778,0.777777778,0.222222222,0,0,0.333333333,-0.25,0.1897,0,3.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0,2.7753846,3.84769235,3.78923075,1,1,0,0,0,0,0,0.35,0,1.5,0,0,0,0,0,0,Hadoop Common
0.017857143,0.044642857,0.044642857,0.089285714,0.930951261,1.362609535,1.356577349,0.673861607,0.678571429,0.205357143,0.107142857,0.008928571,0.285714286,-0.214788889,0.188697727,0,2.214285714,0,0,0,0,0,0,Hadoop Common
0,0,0,0.055555556,1.600652948,2.196158654,2.294296753,0.821761111,0.666666667,0.277777778,0.055555556,0,0.166666667,-0.0076,0.260728571,0,2.333333333,0,0,0,0,0,0,Hadoop Common
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.35,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.1466666,1.6416667,1.6436666,0.2976,0,0,1,0,1,0,0.1667,0,3,0,0,0,0,0,0,Hadoop Common
0.026315789,0.131578947,0,0.342105263,0.980863738,1.426144086,1.445442746,0.495989474,0.552631579,0.105263158,0.342105263,0,0.315789474,-0.1268375,0.183857143,0,3.078947368,0,0,0,0,0,0,Hadoop Common
0,1,0,2,1.366875,1.9765,2.089625,-0.125,0,0,1,0,1,0,0.1103,0,6,0,0,0,0,0,0,Hadoop Common
0,0.5,0,0,1.16661425,1.5253143,1.63984285,0.2893,1,0,0,0,1,0,0.18,0,2.5,0,0,0,0,0,0,Hadoop Common
0,0,0,1,1.1452,1.8736,1.8704,0.025,1,0,0,0,1,0,0.325,0,2,0,0,0,0,0,0,Hadoop Common
0,0.5,0,0,0.9653214,1.45067855,1.5134643,0.375,0,0.5,0.5,0,0,0,0.1875,0,2.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0.2,1.17924254,1.771808656,1.74168403,0.57004,0.2,0.4,0.4,0,0.6,-0.39,0.1331,0,3.3,0,0,0,0,0,0,Hadoop Common
0,0.333333333,0,0.333333333,0.456978007,0.642000923,0.684443127,0.669533333,1,0,0,0,0.666666667,0,0.2646,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,1,1.4257144,2.5142858,2.2014287,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.756842727,1.298481967,1.191254,0.8071,0.666666667,0,0.333333333,0,0.666666667,0,0.11905,0,1.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.9066666,2.5833333,2.6333332,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.3011111,0.72888887,0.67333335,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.848010914,1.294422671,1.285327557,0.472214286,0.857142857,0,0.142857143,0,0.428571429,0,0.1839,0,1.571428571,0,0,0,0,0,0,Hadoop Common
0,0,0,0.666666667,0.92459754,1.229887867,1.326951833,0.590683333,0.666666667,0,0.333333333,0,0.833333333,0,0.201766667,0,4,0,0,0,0,0,0,Hadoop Common
0,0.5,0.5,0,0.857590065,1.19110365,1.1943243,0.875,0.5,0.5,0,0,1,0,0.3694,0,2,0,0,0,0,0,0,Hadoop Common
0,0.5,0.5,0,0.81291665,1.29287433,1.2737359,0.5951,0.5,0,0.5,0,1,0,0.2379,0,8.5,0,0,0,0,0,0,Hadoop Common
0,0.090909091,0.181818182,0.454545455,0.774641938,1.121883677,1.147620073,0.641190909,0.545454545,0.090909091,0.363636364,0,0.545454545,-0.15,0.279633333,0,3.090909091,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.456,2.022,2.3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,2,1.1673232,1.8131313,1.7821717,0.3553,0,0,1,0,1,0,0.1926,0,9,0,0,0,0,0,0,Hadoop Common
0.5,0,0,0,0.98263675,1.4889366,1.4848507,0.70835,0.5,0.5,0,0,1,0,0,0,3,0,0,0,0,0,0,Hadoop Common
0.2,0.6,0.2,0.6,1.000356422,1.530047,1.49551702,0.44028,0,0.2,0.8,0,0.8,0,0.1622,0,6.8,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.0296154,1.6167308,1.5480769,0.3214,1,0,0,0,1,0,0.1788,0,2,0,0,0,0,0,0,Hadoop Common
0,1,0,0,1.1114115,1.7781504,1.757068433,0.4107,0,0,1,0,1,0,0.0146,0,8,0,0,0,0,0,0,Hadoop Common
0,0,0,1,1.41,1.8995833,1.8958334,0.75,0,0,1,0,0,0,0.0682,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.3390697,1.7190697,1.9039534,0.6562,1,0,0,0,1,-0.25,0,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0.5,0.957117715,1.54186615,1.55639335,0.8594,1,0,0,0,0.5,-0.15715,0,0,3.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.122979233,1.734812533,1.777192433,0.357166667,0,0,1,0,0.333333333,0,0.334466667,0,2.333333333,0,0,0,0,0,0,Hadoop Common
0,0.142857143,0.071428571,0.428571429,0.96209857,1.480597336,1.413945354,0.579085714,0.428571429,0.142857143,0.428571429,0,0.714285714,-0.2969,0.404633333,0,1.928571429,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.1742537,1.837388,1.7733582,-0.2035,0,0,1,0,0,0,0.0833,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.10895065,1.6250132,1.6042763,0.87145,1,0,0,0,0,0,0.1011,0,1.5,0,0,0,0,0,0,Hadoop Common
0,0.25,0.25,0,0.82049309,1.348722875,1.27268245,0.6827,0.75,0,0.25,0,0.5,0,0.12875,0,3.5,0,0,0,0,0,0,Hadoop Common
0,1,1,1,1.2602459,1.8354099,1.7679508,0.3197,0,0,1,0,0,0,0.0872,0,15,0,0,0,0,0,0,Hadoop Common
0,0.5,0,0,0.589077383,0.92942266,0.898541668,0.5186,0.75,0,0.25,0,0.75,0,0.2625,0,1.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.013,1.6060001,1.6159999,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.2030001,1.823,1.872,0.1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,1,0,0,1.0969231,1.4546154,1.4030769,0.75,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.8645123,1.037458485,1.1519206,0.525,0.5,0,0.5,0,1,-0.03045,0,0,4.5,0,0,0,0,0,0,Hadoop Common
0,0.5,0.5,0,1.07842165,1.5641526,1.61061435,0.63235,0.5,0,0.5,0,1,-0.0625,0.0182,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0.142857143,0.76148376,1.201431876,1.109547207,0.730071429,0.857142857,0,0.142857143,0,0.714285714,-0.0777,0.0894,0,1.428571429,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.5879762,2.0863095,2.24238088,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0.142857143,0,0,0.285714286,0.936355818,1.478346631,1.439259663,0.65825,0.375,0.375,0.25,0,0.25,-0.096325,0.3,0,2.428571429,0,0,0,0,0,0,Hadoop Common
0,0.25,0.25,1,1.4238944,2.03078095,1.97136235,0.077975,0.25,0,0.75,0,1,0,0.166075,0,7.75,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.69360885,1.1135306,1.13190475,0.75,0.5,0,0.5,0,0.5,0,0.2625,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0.25,1,0.973633125,1.3587009,1.373782725,0.666675,1,0,0,0,0.5,-0.4781,0.15075,0,3,0,0,0,0,0,0,Hadoop Common
0,0.375,0,0.25,0.845013434,1.324192888,1.366774712,0.493925,0.5,0,0.5,0,0.5,-0.205,0.208633333,0,1.75,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.8669423,1.285106367,1.241866317,0.8148,0.333333333,0.333333333,0.333333333,0,0,-0.11535,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0.222222222,0,0.111111111,1.400803082,2.0932574,2.051919822,0.507411111,0.666666667,0.111111111,0.222222222,0,0.222222222,-0.1577,0.302425,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.0170715,1.3047857,1.4935,0.5357,0,0,1,0,1,-0.0833,0,0,8,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.1902201,1.74594875,1.74696155,0.20535,0.5,0.5,0,0,1,0,0.11995,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,1,0.6861538,1.010641,1.0383333,0.4615,0,0,1,0,1,-0.025,0,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,3,1.1910194,1.7585437,1.7674272,0.3469,0,0,1,0,0,0,0.0312,0,12,0,0,0,0,0,0,Hadoop Common
0,0.166666667,0.5,0,1.241740733,2.066347075,1.925520022,0.448133333,0.5,0,0.5,0,0.666666667,0,0.32996,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.01222525,1.22374725,1.2919835,0.51875,1,0,0,0,1,0,0.45,0,2,0,0,0,0,0,0,Hadoop Common
0,0.5,0,1,1.250614,1.75901975,1.73223685,0.46875,1,0,0,0,0.5,0,0.1075,0,4.5,0,0,0,0,0,0,Hadoop Common
0,0.333333333,0.333333333,0,0.9888384,1.387626233,1.365454533,1,1,0,0,0,0.333333333,0,0.424266667,0,1.333333333,0,0,0,0,0,0,Hadoop Common
0,0.272727273,0.090909091,0.181818182,0.937391143,1.384526321,1.370006115,0.414140909,0.545454545,0.136363636,0.318181818,0,0.454545455,-0.06665,0.2626,0,1.954545455,0,0,0,0,0,0,Hadoop Common
0,0.5,0,0,0.82998985,1.4150406,1.2660264,0.775,1,0,0,0,0.5,0,0.1341,0,3,0,0,0,0,0,0,Hadoop Common
0,1,0,0,0.616055575,1.044677735,1.0634555,0.122,0.5,0,0.5,0,0.5,0,0.3,0,2.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0.5,1.0642857,1.62664285,1.6063571,0.875,1,0,0,0,0.5,0,0.0714,0,1.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0.5,1.1815402,1.8201339,1.7795536,0.875,1,0,0,0,0,-0.5,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.47562498,0.686875,0.67125,0.54165,1,0,0,0,0,0,0.15,0,1,0,0,0,0,0,0,Hadoop Common
0,0.25,0,0,1.173982113,1.715041675,1.6968988,0.39285,0.5,0,0.5,0,0.75,0,0.1341,0,1.5,0,0,0,0,0,0,Hadoop Common
0,0.285714286,0,0.571428571,1.082413857,1.546352129,1.5900805,0.637685714,0.571428571,0,0.428571429,0,0.571428571,-0.197733333,0.2466,0,4.142857143,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.46169305,1.94508895,1.9708204,0.70745,0,0,1,0,0.5,-0.0444,0.25,0,5.5,0,0,0,0,0,0,Hadoop Common
0,0.04,0.04,0.08,0.982203974,1.415137224,1.406561856,0.50348,0.64,0,0.36,0,0.6,-0.11085,0.202927778,0,3.04,0,0,0,0,0,0,Hadoop Common
0,0,0,0.5,1.3219297,1.974938375,2.08884455,0.7639,1,0,0,0,0.25,-0.1,0.0473,0,2.25,0,0,0,0,0,0,Hadoop Common
0,0,0,0,2.0016665,2.5816667,2.8616667,1,1,0,0,0,0,0,0.05,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.089228875,1.521467475,1.5337082,0.75,1,0,0,0,0,-0.0379,0.2,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0.2,1.28541204,2.12012024,2.1244707,0.55196,0.6,0,0.4,0,0.2,-0.2667,0.140075,0,1.8,0,0,0,0,0,0,Hadoop Common
0,0.5,0,0.5,1.0957165,1.5937195,1.719746925,0.9375,0.75,0.25,0,0,0.75,0,0.55,0,1.25,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.050168818,1.573470944,1.552447864,0.708833333,0.777777778,0,0.222222222,0,0.111111111,-0.17085,0,0,2.111111111,0,0,0,0,0,0,Hadoop Common
0,0.333333333,0,0.5,0.992159063,1.459922467,1.361630777,0.486116667,0.833333333,0,0.166666667,0,0.5,-0.275,0.291125,0,1.666666667,0,0,0,0,0,0,Hadoop Common
0,0.052631579,0.052631579,0,1.272049254,1.716873489,1.704065589,0.7059,0.684210526,0.052631579,0.263157895,0,0.263157895,-0.371566667,0.150842857,0,2,0,0,0,0,0,0,Hadoop Common
0,0.25,0.5,0,1.303207393,2.07433805,1.9636013,0.222225,0.25,0,0.75,0,1,0,0.217925,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.6485714,2.0585713,2.2585714,0.5,1,0,0,0,0,-0.2308,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.31555554,0.5677778,0.4888889,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.8364815,2.32731485,2.4122222,0.8274,1,0,0,0,0,0,0.2455,0,1.5,0,0,0,0,0,0,Hadoop Common
0.016194332,0.064777328,0.072874494,0.327935223,1.077131082,1.614486456,1.57665413,0.550039271,0.627530364,0.04048583,0.327935223,0.004048583,0.607287449,-0.12186087,0.1616,0,4.728744939,0,0,0,0,0,0,Hadoop Common
0.011887073,0.146607231,0.12332838,0.149579,0.910124835,1.359133751,1.352706407,0.618683061,0.658741951,0.041604755,0.297672115,0.001981179,0.541357107,-0.155258577,0.276102404,0,3.108964834,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.065,1.5297222,1.6372222,0.25,0,0,1,0,1,0,0.5,0,4,0,0,0,0,0,0,Hadoop Common
0,0,1,1,1.0025,1.3942392,1.4350001,0.75,1,0,0,0,0,-0.0417,0,0,4,0,0,0,0,0,0,Hadoop Common
0,0,1,0,1.24592995,1.9095592,1.89088175,0.35065,0,0,1,0,1,0,0.16015,0,3.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.8388571,1.438,1.3745714,0.0625,0,0,1,0,1,0,0.5,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,0.2,1.50021156,2.54590908,2.57443276,0.6951,1,0,0,0,0.2,0,0.1247,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.94473684,1.2789474,1.2607018,0.75,1,0,0,0,1,0,0.1364,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.94666666,1.7033334,1.4666667,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,1,2.1333332,2.4716666,2.7116666,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.4704762,1.8909523,1.897619,0.75,1,0,0,0,1,0,0.0531,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,1,1.3026667,2.0426667,1.9586667,0.375,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.2566667,1.6966667,2.0133333,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.59512146,0.929170798,0.953843225,0.770825,0.75,0,0.25,0,0.5,-0.75,0,0,2.5,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.0892714,1.3814824,1.3989447,0.65,0,1,0,0,1,0,0.2917,0,3,0,0,0,0,0,0,Hadoop Common
0,0.2,0,0.2,1.11472151,1.75345309,1.70729738,0.46721,0.5,0.2,0.3,0,0.3,-0.1875,0.227071429,0,1.9,0,0,0,0,0,0,Hadoop Common
0.083333333,0.333333333,0.25,0.583333333,0.834699828,1.253448917,1.247354783,0.445583333,0.5,0.083333333,0.416666667,0,0.75,-0.15,0.245142857,0,5.083333333,0,0,0,0,0,0,Hadoop Common
0,0,0,0.272727273,0.948621974,1.402814828,1.381304493,0.560781818,0.454545455,0.181818182,0.363636364,0,0.272727273,-0.154066667,0.2891,0,7.909090909,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.8414286,1.7142857,1.5014286,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.5698089,0.7942038,0.8236306,0.75,1,0,0,0,1,-0.0318,0,0,7,0,0,0,0,0,0,Hadoop Common
0,0.25,0,0,0.9903339,1.479271225,1.45462994,0.71875,0.5,0,0.5,0,0.5,-0.05,0.2,0,1.5,0,0,0,0,0,0,Hadoop Common
0,0.166666667,0,0,0.91299546,1.455937025,1.4606279,0.75245,0.5,0.333333333,0.166666667,0,0.333333333,0,0.0764,0,2,0,0,0,0,0,0,Hadoop Common
0,0,1,0,0.9657143,1.89,1.7228571,0.1071,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0.2,1.0151833,1.618705612,1.56051701,0.37762,0.8,0,0.2,0,0.4,0,0.179366667,0,2.2,0,0,0,0,0,0,Hadoop Common
0,0.041666667,0.166666667,0.5,1.004641453,1.474260531,1.46989665,0.4965,0.625,0.125,0.25,0,0.583333333,-0.1339625,0.1394,0,3.875,0,0,0,0,0,0,Hadoop Common
0,0.333333333,0,2,1.037925567,1.474444233,1.443615933,0.324533333,0,0,1,0,1,0,0.102066667,0,6,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.63394384,0.78013634,0.802248555,0.75,0.5,0.5,0,0,0,0,0.175,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.8428,1.4292,1.3348,0.6786,0,0,1,0,0,0,0.25,0,3,0,0,0,0,0,0,Hadoop Common
0,0.222222222,0.111111111,0.111111111,0.621313411,0.9244984,0.900375148,0.627955556,0.888888889,0,0.111111111,0,0.555555556,-0.0535,0.05965,0,4.444444444,0,0,0,0,0,0,Hadoop Common
0,0.4,0,0.3,0.785892746,1.259122833,1.25797681,0.57401,0.5,0,0.5,0,0.7,0,0.2006125,0,4.6,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.391,0.56,0.62600005,1,1,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,2,1.2357813,1.6279688,1.7039063,0.4861,0,0,1,0,1,-0.1312,0,0,4,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.6675,0.72083336,0.80583334,1,1,0,0,0,0,-0.4,0,0,2,0,0,0,0,0,0,Hadoop Common
0.333333333,0.166666667,0.166666667,0.5,0.995462598,1.467319333,1.5157939,0.361966667,0,0.166666667,0.833333333,0,0.5,-0.1961,0.3,0,4.333333333,0,0,0,0,0,0,Hadoop Common
0,0,0,1,1.4105555,1.91972225,1.7844445,0.75,1,0,0,0,0.5,-0.5,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0.1,0.3,0.3,1.17184208,1.82956027,1.79367152,0.59482,0.4,0,0.6,0,0.6,-0.209525,0.1746,0,4.8,0,0,0,0,0,0,Hadoop Common
0.018518519,0.203703704,0.074074074,0.148148148,1.060902499,1.541846064,1.54268253,0.672522222,0.833333333,0.018518519,0.148148148,0,0.648148148,-0.14265,0.197393548,0,2.814814815,0,0,0,0,0,0,Hadoop Common
0,0.5,0,0.5,0.93080355,1.2485715,1.2278571,1,0,1,0,0,1,-0.5,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,1.4454386,2.2314036,2.091579,0,1,0,0,0,1,-0.0333,0,0,3,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.73545456,1.0327272,1.0745455,0.25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.89267766,1.14446774,1.25494344,0.81666,0.8,0.2,0,0,0.4,-0.3167,0.14585,0,1.6,0,0,0,0,0,0,Hadoop Common
0,0.090909091,0.090909091,0.272727273,0.982560733,1.457624927,1.441192404,0.529618182,0.727272727,0.090909091,0.181818182,0,0.454545455,-0.3375,0.20026,0,2.272727273,0,0,0,0,0,0,Hadoop Common
0,0.5,0.5,0,0,0,0,0.75,1,0,0,0,1,0,0.25,0,2,0,0,0,0,0,0,Hadoop Common
0,0,0,0,0.4136364,0.35909092,0.4972727,1,1,0,0,0,0,-0.05,0,0,1,0,0,0,0,0,0,Hadoop Common
